Pipeline,Loc Desc,Zone,Point
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,CTYOFDEM/EPNG (DDEM AFT) DEMING CG | 300826
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DBLANCO | DBLANCO
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DCP OPER/EPNG (DFOXHILL) FOX HILL D | 48155
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DCP OPER/EPNG (DGPMHOBS) HOBBS EUNI | 300891
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DCP OPER/EPNG (IGRAMARI) Grama Ridg | 301560
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,Dcp Oper/Epng Grama Ridge Delivery | 53912
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DEAGLDEL | 1700015
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DFRMWHSE | DFRMWHSE
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DGULFSJT | DGULFSJT
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DHARDFLT | DHARDFLT
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DJALALLY | 1700023
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DPD Hur | DPDHUR
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,DPD Sil | DPDSIL
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,EFS/EPNG (DCARLSBD) Carlsbad Delive | 49085
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,EFS/EPNG (DROCKDOV) ROCK DOVE DEL | 48280
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,EFS/EPNG (DSJGPTFL) SAN JUAN GAS PL | 800921
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,EMWGASAS/EPNG (DEMW EMW) ESTANCIA-M | 331709
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,EPNG/EPNG (BLANTRAN) BLANCO TRANSFE | 300716
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ETC TX/EPNG (DAvalon) Avalon Del Ed | 334859
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ETC TX/EPNG (DHobson) Hobson Booste | 316115
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ETC TX/EPNG (DJalAlly) Jal Alley De | 49548
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ETC TX/EPNG (DWantzDP) Wantz Del Po | 314547
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ETC TX/EPNG (DWhthorn) Whitehorn De | 49774
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ETC TX/EPNG (DWTGFuel) Fuel Gas for | 333466
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,FREEPMIN/EPNG (DPD HUR) Hurley Sme | 300960
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,FREEPMIN/EPNG (DPD SIL) Tyrone Sme | 300961
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,GRMARIST/EPNG (IMCHRNCH) Merchant R | 301641
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IAMOCOAL | 376526
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ICOLOGRN | ICOLOGRN
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IELOVING | 334819
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IEXCPT37 | 302356
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IGCNMMON | 303932
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IGCNMX37 | 314189
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IMILAGRO | 314348
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,INGPLLEA | 301676
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,INWPLBLA | 314347
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IPHEUNIC | 377287
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IPHFUEL1 | IPHFUEL1
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IPHLEE | 377025
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IRATLESN | 303842
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ITEXNEUN | 377034
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IWAREUNI | 377003
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IWARMONU | 314598
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IWMSFLOR | 314470
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,IWSTCOAL | 343231
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,MAPL/EPNG (DGGCHAVS) WHITE LAKES PU | 344215
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,MAPL/EPNG (DGULFSJX) CAPROCK PUMP S | 344251
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,Mpc/Epng (Dgintgal) Ciniza Refinery | 330239
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,Mpc/Epng (Dmoiwing) Wingate Mckinle | 314620
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,MRKWSTNM/EPNG (DHOBBSPP) Hobbs PP L | 334841
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NGPL/EPNG (INGPLUSK) NGPL Lusk Lea | 301678
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMAFT) GCNM AFTON | 300854
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMALA) ALAMOGORDO | 334503
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMAT1) PNM ANTHONY | 300857
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMDUG) GCNM DOUGLA | 300861
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMELP) GCNM ANTHON | 300862
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMEP1) SUNLAND PAR | 331976
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMFAR) Clovis Take | 330088
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMGAL) GCNM GALLUP | 300866
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMSJT) FARMINGTON | 300869
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMSJX) SOCORRO GRA | 300870
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DGCNMTOC) TRUTH OR CO | 331378
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DODOEDEL) ODOE DELIVE | 48864
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DPNM HRE) BAYARD TAKE | 330052
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DPNM HUR) PNM HURLEY/ | 300990
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DPNM TYR) TYRONE SUBD | 320490
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DPNMTATU) PNM TATUM A | 300992
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (DSTERESA) SANTA TERES | 314955
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (IGCNMKTZ) Kutz Del | 314193
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (IGCNMLSK) NMGas Lusk | 301530
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (IGLPGCNM) Gallup-Gran | 303962
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMGASCO/EPNG (IRIOPUER) Rio Puerco | 301797
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMPSC/EPNG (IAFTONPP) Afton PP Dona | 314550
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMPSC/EPNG (ILRDSBRG) Lordsburg PP | 314549
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NMPSC/EPNG (ILUNAPWR) Luna PP Luna | 314566
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NTUA/EPNG (DNTUAFCP) Four Corners P | 331026
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NTUA/EPNG (DNTUASJT) NTUA SJT MCKIN | 300950
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,NW P/L/EPNG (IIGNACIO) NPC Ignacio | 301717
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,OXY USA/EPNG (DTEX JAL) MEYERS LM W | 335357
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,OXY/EPNG (DQUAILRN) QUAIL RUN DEL | 48149
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,Riotran | 1298027
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,RIOVIPRK | RIOVIPRK
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,SPS/EPNG (ICABHOBS) CABOT HOBBS LEA | 301375
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,TARGA/EPNG (DCHEVSJX) SAUNDERS PLT | 341426
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,TRANSCOL/EPNG (ITCOLBLA) TransColor | 301881
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,Tristar/EPNG (DJWMILLR) J W MILLER | 333500
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,Tristate/EPNG (IPyramid) Pyramid PP | 314563
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,TWNMOUNT/EPNG (DMTNASJX) MOUNTAINAI | 320246
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,Versado/EPNG (DEaglDel) Eagle Deliv | 49549
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,VERSADO/EPNG (DWARNJAL) WARREN EUNI | 341353
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,VERSADO/EPNG (ITXGROBE) GROBE FUEL | 314435
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,Versado/Epng (Iwarsaud) Saunders Pl | 302072
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ZIA/EPNG (DCCNGCPT) CAPITAN STATION | 331430
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ZIA/EPNG (DJAL JAL) JAL GAS LEA | 300910
"El Paso Natural Gas Company, L.L.C.",Delivery,NM,ZIA/EPNG (DRIOGLAS) RIO GRANDE GAS | 301007
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DCypress) Cypress Deliv | 49654
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DENSODIN) ENERGAS N. OF | 300833
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DENSODIS) ENERGAS S. OF | 300834
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DENSOFAR) ENERGAS FARWE | 300835
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DENSOGLD) MLT GAINES | 341157
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DENSOJAL) ENERGAS JAL A | 300837
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DENSOMID) ENERGAS MIDLA | 300838
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DENSOSJX) ENERGAS YOAKU | 300839
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DENSOSUT) ENERGAS SUTTO | 300841
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DWSTRDIS) WOLFORTH DEL | 334880
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DWSTRGLD) GAINES COUNTY | 330901
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DWSTRHRT) DIMMITT#2 AND | 301198
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AEC-I/EPNG (DWSTRPAN) MLT MOORE | 341172
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AGRITEX/EPNG (DEDWINWM) EDWIN WARD | 801192
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AGRITEX/EPNG (DGAINESJ) GAINES COUN | 801187
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AGRITEX/EPNG (DLAMBFAR) LAMB COUNTY | 801188
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AGRITEX/EPNG (DMOOREDM) MOORE COUNT | 801189
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AGRITEX/EPNG (DSUMADM) SUMA S. OF D | 801190
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AGRITEX/EPNG (DSUMAYK) SUMA OF YOAK | 801191
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AGRITEX/EPNG (DTRI FAR) PLEASANT E | 331521
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,AGRITEX/EPNG (DTRI FAW) PLEASANT W | 331522
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Agrium/Epng (Icominco) Cominco Hutc | 303764
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Aguablan/Epng (Iaguabla) Agua Blanc | 50540
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Anadaprk | ANADAPRK
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (DAMARFAR) LAZBUDDIE TAKE | 341041
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (DPHGAINS) PHILLIPS GAINES | 344250
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (I41-194) MLT LAMB COUNTY | 341194
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-044) EARTH WEST | 341044
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-054) SLAUGHTER | 341054
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-055) BUSHLAND EAST | 341055
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-057) BUSHLAND WEST | 341057
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-062) WASSON STATION | 341062
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-101) SOUTH CASTRO | 341101
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-102) Northwest Happy | 341102
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-106) MID-AMERICAN PI | 341106
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-108) ELDER-MOORE LIN | 341108
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-112) EL CINCO GROUP | 341112
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-130) Adams Jones Lin | 341130
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-133) BREAKER-MIXON L | 341133
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ANG/EPNG (IW41-190) MLT YOAKUM | 341190
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Ang/Epng Scoggins Westar Castro | 341193
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,APACHE/EPNG (DMAYFLD) MAYFIELD DRAW | 300927
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ATMOS-TX/EPNG (ILONESTR) Sweetie Pe | 301620
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ATMOS-TX/EPNG (ILONEWA) Lonestar Wa | 301621
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ATMOS-TX/EPNG (IOZARKLK) Ozark Lake | 47816
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,BLKMTNS/EPNG (DRZRSHRP) RAZOR SHARP | 50053
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,BRAZOSDG/EPNG (DBLAKEDR) BLAKE DRAW | 49074
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,CAPTPNT/EPNG (DEMMADEL) EMMA DELIVE | 48713
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Chevexpr/Epng (Dbuckjck) Buck Jacks | 54858
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Chevron/EPNG (Darmdilo) Armadillo D | 50647
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,CIG/EPNG (IBIGBLUE) BIG BLUE MOORE | 301360
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,CNM/EPNG (DAngeles) Angeles Deliver | 49940
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,CONOCOPH/EPNG (IPHHUTCH) HUTCHINSON | 314852
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,CTYDENTX/EPNG (DDENVJAL) DENVER CIT | 330804
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,CTYDUMTX/EPNG (DDUMSDIN) DUMAS CITY | 330416
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,CTYOFSUN/EPNG (DSUNDOWN) C OF SUNDO | 303953
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,CTYPLTEX/EPNG (DPLNSDIS) PLAINS CIT | 330662
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,CTYWHTFC/EPNG (DWHITDIS) WHITEFACE | 320214
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DAMERMAZ | DAMERMAZ
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Dasarelp | 22050
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DAMERAN) NELLIE MART | 315327
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DGPMFULT) FULLERTON | 335442
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DGPMGOLD) GOLDSMITH | 302803
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP Oper/EPNG (DGPMMrtn)Martin Coun | 49820
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DPHBAYVU) BAYVIEW CO | 344245
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DPHCRAFL) FUEL TO PH | 335444
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DPHIL311) DUNE BOOST | 341920
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DPHILGLD) DEMPSEY BO | 341798
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DPHILMID) CREDO BOOS | 341922
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DPHILSUT) SO COWDEN | 341233
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DPHZELL) ZELL DEL PO | 341805
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DCP OPER/EPNG (DREVSGNS) FUEL TO RE | 314464
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DELBAMID/EPNG (DRAMSEY) RAMSEY PLT | 314493
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DGPMMRTN | 135795
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DINTRELP | DINTRELP
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DP-PFUEL | DP-PFUEL
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DPAISTMP | DPAISTMP
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DPHBORGR | DPHBORGR
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DPHPAMPA | DPHPAMPA
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DramseyS | DRAMSEYS
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,DTEMPIGR | DTEMPIGR
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,EFORDUNT | EFORDUNT
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,EGLCLAW/EPNG (DPITBULL) PIT BULL DE | 48738
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Egt/Epng (Inoram) Noram Wheeler | 301692
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,EMP-EOIT/EPNG (ICANUTE) EPNG TO TRA | 314513
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Enterna/Epng (Iarcomid) Fuel To Mid | 344219
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ENTGC/EPNG (IMLWAHA) EPFS Waha Reev | 301657
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,EP ELEC/EPNG (DEPECAFT) RIO GRANDE | 300842
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,EP ELEC/EPNG (DEPECELP) NEWMAN PP E | 300843
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Epewmlat | 1700011
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,EPLAT | 999006
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Epng/Epng (Plnstran) Plains Transfe | 302250
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,EPNG/EPNG (WAHATRAN) WAHA TRANSFER | 302407
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,EPNG/GCX Sterling Midland | 53626
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ETC TX/EPNG (DGdnitBy) Goodnight Bu | 316116
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ETC TX/EPNG (DJalcplx) Jal 3 Fuel W | 300912
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ETC TX/EPNG (DKermful) Fuel to Sout | 314874
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ETC TX/EPNG (DMountn) Mountain Del | 334854
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ETC TX/EPNG (DPegasus) Pegasus Deli | 49986
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ETC TX/EPNG (DRdBlfBy) Red Bluff Bu | 800912
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Etcmllc/Epng (Dcorlcrk) Corral Cree | 47983
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ETP/EPNG (IVALEROW) Valero Waha Pec | 301945
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,GCX/EPNG BENEDUM UPTON | 53595
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Gcx/Epng Benedum Upton Upton | 53595
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,GCX/EPNG Waha Bi-Di Rollup Reeves | 53931
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,GOLDHAM/EPNG (DGOLDHMR) GOLDEN HAMM | 334875
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,GOLDSPEL/EPNG (IMUSTANG) GOLDEN SPR | 314948
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Highroll/EPNG (Dhighrol)High Roller | 49809
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Iacx Rc/Epng (Dphsneed) Sneed Del P | 341804
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Iacx Rc/Epng (Dphventb) Vent Booste | 377202
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IAMSLAUG | 377039
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IBENDMWY | 334817
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ICELERO | 800907
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IDEADWD | 800913
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IDELHIW2 | IDELHIW2
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IDELHIWA | 314970
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IENOVA/EPNG (ISAMLELP) Gasoductos S | 314910
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IHALEYRP | 334818
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IHUNTREV | 314993
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IHYBENDM | 302304
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ILEARWAS | 314520
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IMIDKIFF | 314602
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IMOBILCO | 314287
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IMOBILPE | 377008
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IMOBILWA | 377192
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,INN26PLA | 300109
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,INNKEYST | 302858
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,INNWAHA | 314442
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Ipelspri | 49444
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IPHFULTN | 377289
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IPHGOLDS | 302381
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IPHSPBRY | 377248
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IREDBULL | 334834
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IRIOPECO | IRIOPECO
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ISTERLIN | 303756
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ISUNJAME | 377078
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ITEXHARV | ITEXHARV
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IUTBENED | 377040
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IVALEROS | 314307
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IW41-134 | IW41-134
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,IWARWADD | 377004
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,JLMIDST/EPNG (DEMBARBS) EMBAR BOOST | 47839
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,JLMIDST/EPNG (DJMSLAKE)JAMES LAKE D | 47835
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,JLMIDST/EPNG (DMARTINB) MARTIN BOOS | 47838
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,JOBE/EPNG (DAVISPA) AVISPA DEL | 801183
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,KEYSTPRK | KEYSTPRK
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,KEYTRAN | 1298028
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,KGS/EPNG (IKEYSTOR) Unocal Keystone | 301595
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Kinetik/Epng (Dtyhlake) Toyah Lake | 801267
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,KMPRD/EPNG (DSEMDRAW) SEMINOLE DRAW | 47929
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Kmtp/Epng (Imndztrl) Mendoza Trail | 48148
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,LAFRONT/EPNG (IODESAEC) Odessa Ecto | 320615
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,LSPROSP/EPNG (DHOGGDEL) HOGG DELIVE | 49715
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,MARKWEST/EPNG (DLEVELND) LEVELLAND | 303929
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Markwest/EPNG (IPINBORG) Pinnacle P | 314949
