Pipeline,Loc Desc,Zone,Point
Alliance Pipeline L.P.,Delivery,Entire System,Natural Gas Pipeline Company of America | IL02
Alliance Pipeline L.P.,Delivery,Entire System,Nicor/Morris | IL01
Alliance Pipeline L.P.,Delivery,Entire System,Peoples/Elwood | IL04
Alliance Pipeline L.P.,Delivery,Entire System,Vector Pipeline | IL06
ANR Pipeline Company,Receipt,Zone 1,Acadia 2 Int Rec | 767091
ANR Pipeline Company,Receipt,Zone 1,Barracuda-ANRPL(CM) | 39818
ANR Pipeline Company,Receipt,Zone 1,Barracuda/ANR | 1390725
ANR Pipeline Company,Receipt,Zone 1,Bobcat Storage (Rec) | 742882
ANR Pipeline Company,Receipt,Zone 1,Cameron | 43456
ANR Pipeline Company,Receipt,Zone 1,Egan (Receipt) INT | 186900
ANR Pipeline Company,Receipt,Zone 1,Grand Chenier/ANR | 1250765
ANR Pipeline Company,Receipt,Zone 1,Henry Estate INT | 199331
ANR Pipeline Company,Receipt,Zone 1,Hoffpauir FKA Sweeney | 693262
ANR Pipeline Company,Receipt,Zone 1,Hog Bayou No 2 | 22040
ANR Pipeline Company,Receipt,Zone 1,Jeanerette Field CDP | 40682
ANR Pipeline Company,Receipt,Zone 1,Jeanerette No 2 | 22557
ANR Pipeline Company,Receipt,Zone 1,Johnson Bayou/Utos | 40464
ANR Pipeline Company,Receipt,Zone 1,Kings Bayou No 2 | 150708
ANR Pipeline Company,Receipt,Zone 1,Lake Arthur (Rec Fr NGPL | 7694
ANR Pipeline Company,Receipt,Zone 1,Lowry Plant Outlet | 38278
ANR Pipeline Company,Receipt,Zone 1,Miami No 1 | 387248
ANR Pipeline Company,Receipt,Zone 1,Miami No D-1/Arco | 40674
ANR Pipeline Company,Receipt,Zone 1,Nautilus DHS INT | 233907
ANR Pipeline Company,Receipt,Zone 1,Oliver Benoit 1 Wells | 370673
ANR Pipeline Company,Receipt,Zone 1,Patterson FR TGT-Dry | 40321
ANR Pipeline Company,Receipt,Zone 1,Patterson/ANR | 1250766
ANR Pipeline Company,Receipt,Zone 1,PATTERSON/NEPTUNE | 505655
ANR Pipeline Company,Receipt,Zone 1,PATTERSON/PELICAN | 505654
ANR Pipeline Company,Receipt,Zone 1,Patterson/Trunkline Rec | 48640
ANR Pipeline Company,Receipt,Zone 1,Pine Prairie South Rec | 766184
ANR Pipeline Company,Receipt,Zone 1,Prairie Beach WC 3 | 484697
ANR Pipeline Company,Receipt,Zone 1,Riceville Commingl Facility | 137671
ANR Pipeline Company,Receipt,Zone 1,S E Headstation | 103565
ANR Pipeline Company,Receipt,Zone 1,Shadyside/Sonat (Rec) | 33400
ANR Pipeline Company,Receipt,Zone 1,Shadyside/TGP (Rec) | 467239
ANR Pipeline Company,Receipt,Zone 1,Stingray INT | 135819
ANR Pipeline Company,Receipt,Zone 1,West Lake Arthur | 8650
ANR Pipeline Company,Receipt,Zone 1,Zaunbrecher INT | 218222
ANR Pipeline Company,Receipt,Zone 2,Burdette INT | 802475
ANR Pipeline Company,Receipt,Zone 2,Centerpoint/Delhi | 9757
ANR Pipeline Company,Receipt,Zone 2,Centerpoint/Perryville | 154017
ANR Pipeline Company,Receipt,Zone 2,Fayetteville Express | 803184
ANR Pipeline Company,Receipt,Zone 2,Greenville South (Rec) | 336367
ANR Pipeline Company,Receipt,Zone 2,Greenville TGP/ANR-Rec | 305431
ANR Pipeline Company,Receipt,Zone 2,Lecompte Interconnect | 693715
ANR Pipeline Company,Receipt,Zone 2,Liddieville | 467676
ANR Pipeline Company,Receipt,Zone 2,Liddieville 42 | 924935
ANR Pipeline Company,Receipt,Zone 2,Midcontinent Express | 803183
ANR Pipeline Company,Receipt,Zone 2,Pine Prairie North Rec | 490940
ANR Pipeline Company,Receipt,Zone 2,Rabbit Ridge INT (Rec) | 153753
ANR Pipeline Company,Receipt,Zone 2,Rapides | 9699
ANR Pipeline Company,Receipt,Zone 2,Richland South INT | 702777
ANR Pipeline Company,Receipt,Zone 2,Tiger Interconnect | 927982
ANR Pipeline Company,Receipt,Zone 3,Chrisney/MGT(Receipt) | 138660
ANR Pipeline Company,Receipt,Zone 3,Defiance (Receipt) | 38224
ANR Pipeline Company,Receipt,Zone 3,Haynesville | 1213536
ANR Pipeline Company,Receipt,Zone 3,Indiana Gs-Grp 1 | 139240
ANR Pipeline Company,Receipt,Zone 3,Lebanon/Dominion Receipt | 1387755
ANR Pipeline Company,Receipt,Zone 3,Lebanon/Farmersville | 124974
ANR Pipeline Company,Receipt,Zone 3,Lebanon/Glen Karn Rec | 1389630
ANR Pipeline Company,Receipt,Zone 3,Lebanon/Springboro Int | 22986
ANR Pipeline Company,Receipt,Zone 3,Lynn/Winchester | 138745
ANR Pipeline Company,Receipt,Zone 3,Nipsco - Group 1 | 139235
ANR Pipeline Company,Receipt,Zone 3,Ohio Val-Grp 1 | 139236
ANR Pipeline Company,Receipt,Zone 3,Rapides TGP/ANR-Rec | 467215
ANR Pipeline Company,Receipt,Zone 3,Rex Shelbyvill North CDP | 1389405
ANR Pipeline Company,Receipt,Zone 3,Rex Shelbyvill South CDP | 1389406
ANR Pipeline Company,Receipt,Zone 3,Rex Shelbyville | 742252
ANR Pipeline Company,Receipt,Zone 3,Slaughters/TGT (Rec) | 48639
ANR Pipeline Company,Receipt,Zone 3,Sulphur Springs - CFTP | 4339
ANR Pipeline Company,Receipt,Zone 3,Westrick | 513105
ANR Pipeline Company,Receipt,Zone 3,Westrick Cdp | 1394986
ANR Pipeline Company,Receipt,Zone 4,Barnitz Creek | 513128
ANR Pipeline Company,Receipt,Zone 4,Beaver Plant (CNG) | 163450
ANR Pipeline Company,Receipt,Zone 4,Beaver-CIG (Rec Fr CIG) | 16435
ANR Pipeline Company,Receipt,Zone 4,Berlin IC (Transok) | 174775
ANR Pipeline Company,Receipt,Zone 4,Carrera Indian Creek | 467675
ANR Pipeline Company,Receipt,Zone 4,Custer Baker | 703496
ANR Pipeline Company,Receipt,Zone 4,Custer City/Transok Rec | 16842
ANR Pipeline Company,Receipt,Zone 4,Delhi Panther Creek INT | 142171
ANR Pipeline Company,Receipt,Zone 4,Eg Hill Northbound | 226643
ANR Pipeline Company,Receipt,Zone 4,Elk City Interconnect | 482503
ANR Pipeline Company,Receipt,Zone 4,Feikert | 482504
ANR Pipeline Company,Receipt,Zone 4,Focus-Sweetwater | 302190
ANR Pipeline Company,Receipt,Zone 4,Fort Elliott Receipt | 1261065
ANR Pipeline Company,Receipt,Zone 4,Gageby SW 1 | 233839
ANR Pipeline Company,Receipt,Zone 4,Green Station | 89222
ANR Pipeline Company,Receipt,Zone 4,Greensburg/CP (Rec) | 385402
ANR Pipeline Company,Receipt,Zone 4,Greensburg/NNG (Rec) | 90017
ANR Pipeline Company,Receipt,Zone 4,Grimes INT | 377735
ANR Pipeline Company,Receipt,Zone 4,Harper Valley INT | 766131
ANR Pipeline Company,Receipt,Zone 4,Hobart 10 Inch Receipt | 384133
ANR Pipeline Company,Receipt,Zone 4,Kelton Gas Plant (URC) | 187493
ANR Pipeline Company,Receipt,Zone 4,Kiowa INT | 309190
ANR Pipeline Company,Receipt,Zone 4,Kizer Creek | 513106
ANR Pipeline Company,Receipt,Zone 4,Mendota INT | 251261
ANR Pipeline Company,Receipt,Zone 4,Mooreland Plant - Outlet | 179887
ANR Pipeline Company,Receipt,Zone 4,Palo Duro | 438677
ANR Pipeline Company,Receipt,Zone 4,Red River Interconnect | 185837
ANR Pipeline Company,Receipt,Zone 4,Roberts County No 1 ANR | 25935
ANR Pipeline Company,Receipt,Zone 4,Roberts Eagle Rock | 693468
ANR Pipeline Company,Receipt,Zone 4,Roberts/Midstream | 467674
ANR Pipeline Company,Receipt,Zone 4,Roger Mills INT | 36981
ANR Pipeline Company,Receipt,Zone 4,S W Headstation | 103702
ANR Pipeline Company,Receipt,Zone 4,Sanguine INT | 302191
ANR Pipeline Company,Receipt,Zone 4,Seminole-Buttermilk | 261413
ANR Pipeline Company,Receipt,Zone 4,Seminole-Gulf NIChols | 217696
ANR Pipeline Company,Receipt,Zone 4,Seminole-Lovedale | 261312
ANR Pipeline Company,Receipt,Zone 4,Seminole-S Wheeler | 261340
ANR Pipeline Company,Receipt,Zone 4,Seminole-Trunk 464-0482 | 261262
ANR Pipeline Company,Receipt,Zone 4,Seminole-Trunk 464-0802 | 261212
ANR Pipeline Company,Receipt,Zone 4,Seminole-Trunk 482-0801 | 261337
ANR Pipeline Company,Receipt,Zone 4,Seminole-Trunk 496-0615 | 327746
ANR Pipeline Company,Receipt,Zone 4,Sherman Plant | 187481
ANR Pipeline Company,Receipt,Zone 4,Sohio | 42940
ANR Pipeline Company,Receipt,Zone 4,Spearman | 918527
ANR Pipeline Company,Receipt,Zone 4,Stiles Ranch | 924936
ANR Pipeline Company,Receipt,Zone 4,SW 4 C(At E G Hill)-CFTP | 226639
ANR Pipeline Company,Receipt,Zone 4,Swml Northbound | 226630
ANR Pipeline Company,Receipt,Zone 4,Wheeler HIdetown | 490942
ANR Pipeline Company,Receipt,Zone 4,Wheeler State Line/Trnsk | 174539
ANR Pipeline Company,Receipt,Zone 5,Alden/Williams Nat Gas | 5751
ANR Pipeline Company,Receipt,Zone 5,IPLS ALDEN | 505613
ANR Pipeline Company,Receipt,Zone 5,Rex West INT | 696539
ANR Pipeline Company,Receipt,Zone 5,Vr 397/381 | 36994
ANR Pipeline Company,Receipt,Zone 6,IES Utilities-Grp 1 | 139241
ANR Pipeline Company,Receipt,Zone 6,IPC - Group 1 | 139233
ANR Pipeline Company,Receipt,Zone 6,Keokuk | 4741
ANR Pipeline Company,Receipt,Zone 6,Kirksville | 4602
ANR Pipeline Company,Receipt,Zone 6,Midamerican - Grp 1 | 139246
ANR Pipeline Company,Receipt,Zone 6,Ruckman Farm | 513104
ANR Pipeline Company,Receipt,Zone 7,Adrian/Westside Pl Co | 150409
ANR Pipeline Company,Receipt,Zone 7,Alliance/ANR INT | 277072
ANR Pipeline Company,Receipt,Zone 7,Alpena Rec/Mich Con Gas | 3026
ANR Pipeline Company,Receipt,Zone 7,ANR Joliet Hub | 243097
ANR Pipeline Company,Receipt,Zone 7,ANRPL Storage Facilities | 153808
ANR Pipeline Company,Receipt,Zone 7,Bassett 1-16 | 139232
ANR Pipeline Company,Receipt,Zone 7,Blue Lake - Withdrawal | 542527
ANR Pipeline Company,Receipt,Zone 7,Butler Highland 1-7 | 40472
ANR Pipeline Company,Receipt,Zone 7,Columbus Link INT | 206051
ANR Pipeline Company,Receipt,Zone 7,Crown Point/Nipsco | 138744
ANR Pipeline Company,Receipt,Zone 7,Crystal Falls-Fortune LK | 11661
ANR Pipeline Company,Receipt,Zone 7,Detroit A & B (Receipt) | 48642
ANR Pipeline Company,Receipt,Zone 7,East Joliet | 4196
ANR Pipeline Company,Receipt,Zone 7,Farwell (Receipt) | 48644
ANR Pipeline Company,Receipt,Zone 7,Fenstermacher #1-14 | 44783
ANR Pipeline Company,Receipt,Zone 7,Goodwell 8 | 142182
ANR Pipeline Company,Receipt,Zone 7,Great Lakes/Mutt D | 11778
ANR Pipeline Company,Receipt,Zone 7,Great Lakes/Mutt R | 140358
ANR Pipeline Company,Receipt,Zone 7,GUARDIAN CEDAR DEL | 338685
ANR Pipeline Company,Receipt,Zone 7,Guardian Cedar Rec | 338686
ANR Pipeline Company,Receipt,Zone 7,Hanover Int (Rec) | 153853
ANR Pipeline Company,Receipt,Zone 7,Hartford East | 384136
ANR Pipeline Company,Receipt,Zone 7,IPLS Detroit A | 505587
ANR Pipeline Company,Receipt,Zone 7,Janesville/NNG INT | 28808
ANR Pipeline Company,Receipt,Zone 7,Joliet (MGT-REC) | 48641
ANR Pipeline Company,Receipt,Zone 7,Joliet (NGPL) | 2610
ANR Pipeline Company,Receipt,Zone 7,Kaukauna | 387791
ANR Pipeline Company,Receipt,Zone 7,Kimball 27 STR-R/Offsys | 307110
ANR Pipeline Company,Receipt,Zone 7,Kimball Onsystem - Rec | 318732
ANR Pipeline Company,Receipt,Zone 7,Lowe 1-27 (Osceola MI) | 40476
ANR Pipeline Company,Receipt,Zone 7,Madison Gas-Grp 1 | 139253
ANR Pipeline Company,Receipt,Zone 7,Marshfield/Viking Int | 28873
ANR Pipeline Company,Receipt,Zone 7,MGUC - Grp 1 | 139250
ANR Pipeline Company,Receipt,Zone 7,MGUC - Grp 2 | 139371
ANR Pipeline Company,Receipt,Zone 7,MGUC - Grp 3 | 139384
ANR Pipeline Company,Receipt,Zone 7,Mid Michigan CDP | 261474
ANR Pipeline Company,Receipt,Zone 7,NEWTON ROAD RNG | 513129
ANR Pipeline Company,Receipt,Zone 7,NIFL - Group 1 | 139234
ANR Pipeline Company,Receipt,Zone 7,Nipsco - Group 2 | 139366
ANR Pipeline Company,Receipt,Zone 7,NIPSCO - Group 3 | 139385
ANR Pipeline Company,Receipt,Zone 7,North Avenue | 513127
ANR Pipeline Company,Receipt,Zone 7,Norwich 28 | 120743
ANR Pipeline Company,Receipt,Zone 7,Ohio Gas-Grp 1 | 139251
ANR Pipeline Company,Receipt,Zone 7,Paris - North Shore | 261574
ANR Pipeline Company,Receipt,Zone 7,PGL&C - Group 1 | 295958
ANR Pipeline Company,Receipt,Zone 7,S. Woodstock/NGPL (Rec) | 120740
ANR Pipeline Company,Receipt,Zone 7,SEM Gas - Grp 1 | 139249
ANR Pipeline Company,Receipt,Zone 7,Sharp Road Receipt | 360906
ANR Pipeline Company,Receipt,Zone 7,Shorewood Interconnect | 138675
ANR Pipeline Company,Receipt,Zone 7,Vector -St John/Rec | 360885
ANR Pipeline Company,Receipt,Zone 7,Will County INT | 246067
ANR Pipeline Company,Receipt,Zone 7,Willow Run (Receipt) | 139396
ANR Pipeline Company,Receipt,Zone 7,Willow Run (to Michcon) | 42078
ANR Pipeline Company,Receipt,Zone 7,Wisc EPC-Grp 1 | 139256
ANR Pipeline Company,Receipt,Zone 7,Wisc Gas-Grp 1 | 139255
ANR Pipeline Company,Receipt,Zone 7,Wisc Power-Grp 1 | 139257
ANR Pipeline Company,Receipt,Zone 7,WPSC - Group 1 | 139258
ANR Pipeline Company,Delivery,Zone 1,Acadia 2 Int Del | 523091
ANR Pipeline Company,Delivery,Zone 1,Acadia Power Plant | 322045
ANR Pipeline Company,Delivery,Zone 1,Bobcat Storage (Del) | 742883
ANR Pipeline Company,Delivery,Zone 1,Centerville LA | 10410
ANR Pipeline Company,Delivery,Zone 1,Chalkley/Tenn | 7703
ANR Pipeline Company,Delivery,Zone 1,Cypress/Avalon | 38295
ANR Pipeline Company,Delivery,Zone 1,Egan (Delivery) INT | 186899
ANR Pipeline Company,Delivery,Zone 1,EunICe Plant Outlet TGT | 44779
ANR Pipeline Company,Delivery,Zone 1,Fournerat Road Delivery | 523092
ANR Pipeline Company,Delivery,Zone 1,Grand Chenier/LRC | 7695
ANR Pipeline Company,Delivery,Zone 1,Lake Arthur (Del To NGPL | 174629
ANR Pipeline Company,Delivery,Zone 1,Lowry Plant Inlet | 28554
ANR Pipeline Company,Delivery,Zone 1,MERMENTAU RIVER GCX | 523094
ANR Pipeline Company,Delivery,Zone 1,Opelousas/Cyprus PL | 10111
ANR Pipeline Company,Delivery,Zone 1,Patterson Terminal | 1261146
ANR Pipeline Company,Delivery,Zone 1,Patterson To Col Gulf | 43613
ANR Pipeline Company,Delivery,Zone 1,Patterson To TGT-Dry | 10398
ANR Pipeline Company,Delivery,Zone 1,Patterson/Trunkline Del | 40317
ANR Pipeline Company,Delivery,Zone 1,Pine Prairie South Del | 766185
ANR Pipeline Company,Delivery,Zone 1,Riverway (To Bridgeline) | 42593
ANR Pipeline Company,Delivery,Zone 1,S E CDP (GATHERING) | 158587
ANR Pipeline Company,Delivery,Zone 1,S E CDP (Transmission) | 345116
ANR Pipeline Company,Delivery,Zone 1,S E Headstation | 103565
ANR Pipeline Company,Delivery,Zone 1,Shadyside/Sonat (Del) | 10369
ANR Pipeline Company,Delivery,Zone 1,Shadyside/Sonat (Del) | 604002
ANR Pipeline Company,Delivery,Zone 1,Shadyside/TGP (Del) | 467240
ANR Pipeline Company,Delivery,Zone 1,St Landry/Fl INT | 322625
ANR Pipeline Company,Delivery,Zone 1,St Landry/TXEAST (Del) | 10110
ANR Pipeline Company,Delivery,Zone 1,Teche Plant (Cleco) | 218538
ANR Pipeline Company,Delivery,Zone 1,TEPETATE | 1387567
ANR Pipeline Company,Delivery,Zone 1,Weeks Isla/LIG PL | 233620
ANR Pipeline Company,Delivery,Zone 2,Allen Plant | 505606
ANR Pipeline Company,Delivery,Zone 2,Baxter Health INT | 22975
ANR Pipeline Company,Delivery,Zone 2,Beulah Interconnect | 201838
ANR Pipeline Company,Delivery,Zone 2,Brownsville Interconnect | 261572
ANR Pipeline Company,Delivery,Zone 2,Collierville Gate | 416969
ANR Pipeline Company,Delivery,Zone 2,Dunn Interconnect | 1055519
ANR Pipeline Company,Delivery,Zone 2,Duralde Evangeline INT | 312115
ANR Pipeline Company,Delivery,Zone 2,George B Franklin INT | 40715
ANR Pipeline Company,Delivery,Zone 2,Gleason | 20666
ANR Pipeline Company,Delivery,Zone 2,Greenville South (Del) | 336369
ANR Pipeline Company,Delivery,Zone 2,Greenville TGP/ANR Del | 307790
ANR Pipeline Company,Delivery,Zone 2,Humboldt Lake Road | 1402187
ANR Pipeline Company,Delivery,Zone 2,Murray Interconnect | 283195
ANR Pipeline Company,Delivery,Zone 2,Olive Branch City Of | 781395
ANR Pipeline Company,Delivery,Zone 2,Panola County Int | 266555
ANR Pipeline Company,Delivery,Zone 2,Paris Henry Grp 1 | 221444
ANR Pipeline Company,Delivery,Zone 2,Pine Prairie North Del | 490941
ANR Pipeline Company,Delivery,Zone 2,Rabbit Ridge INT (Del) | 153751
ANR Pipeline Company,Delivery,Zone 2,Somerville Group 1 | 267228
ANR Pipeline Company,Delivery,Zone 2,Somerville North Int | 261477
ANR Pipeline Company,Delivery,Zone 2,St Martinville E To LRC | 218192
ANR Pipeline Company,Delivery,Zone 2,Trenton Interconnect | 218539
ANR Pipeline Company,Delivery,Zone 2,Weakley County INT | 274229
ANR Pipeline Company,Delivery,Zone 3,Alcan Aluminum INT | 40462
ANR Pipeline Company,Delivery,Zone 3,BOLIVAR | 1292823
ANR Pipeline Company,Delivery,Zone 3,Buckeye Greenville Plant | 505582
ANR Pipeline Company,Delivery,Zone 3,Cadiz INT | 277052
ANR Pipeline Company,Delivery,Zone 3,Chrisney KY | 4481
ANR Pipeline Company,Delivery,Zone 3,Chrisney/Mgt (Delivery) | 4480
ANR Pipeline Company,Delivery,Zone 3,Comm Natl-Grp 1 | 139237
ANR Pipeline Company,Delivery,Zone 3,Convoy | 16265
ANR Pipeline Company,Delivery,Zone 3,Cottage Grove | 40432
ANR Pipeline Company,Delivery,Zone 3,Defiance/Panhandle (Del) | 15672
ANR Pipeline Company,Delivery,Zone 3,East Ohio-Grp 2 | 356048
ANR Pipeline Company,Delivery,Zone 3,Fort Wayne | 40184
ANR Pipeline Company,Delivery,Zone 3,Fountaintown-Grp 1 | 139239
ANR Pipeline Company,Delivery,Zone 3,French LICk/TX Eastern | 4421
ANR Pipeline Company,Delivery,Zone 3,Indiana Gs-Grp 1 | 139240
ANR Pipeline Company,Delivery,Zone 3,Indiana Nl-Grp 1 | 139238
ANR Pipeline Company,Delivery,Zone 3,Jasper INT | 153708
ANR Pipeline Company,Delivery,Zone 3,Lawrence | 398767
ANR Pipeline Company,Delivery,Zone 3,Lebanon - Dominion | 21906
ANR Pipeline Company,Delivery,Zone 3,Lebanon - Texas Eastern | 28447
ANR Pipeline Company,Delivery,Zone 3,Lebanon Hub-ANR GK | 261345
ANR Pipeline Company,Delivery,Zone 3,Lebanon/A K Steel | 261713
ANR Pipeline Company,Delivery,Zone 3,Lebanon/Castine | 153781
ANR Pipeline Company,Delivery,Zone 3,Lebanon/Colga INT | 38843
ANR Pipeline Company,Delivery,Zone 3,Lebanon/Derby - Vectren | 295956
ANR Pipeline Company,Delivery,Zone 3,Lebanon/Glen Karn-TETCO | 174721
ANR Pipeline Company,Delivery,Zone 3,Lebanon/Red Lion | 108796
ANR Pipeline Company,Delivery,Zone 3,Lebanon/Springboro INT | 22986
ANR Pipeline Company,Delivery,Zone 3,Lebanon/Tait-TETCO | 295957
ANR Pipeline Company,Delivery,Zone 3,Lynn/Winchester | 138745
ANR Pipeline Company,Delivery,Zone 3,Mikesell | 1401911
ANR Pipeline Company,Delivery,Zone 3,Mone Plant Interconnect | 314730
ANR Pipeline Company,Delivery,Zone 3,Morristown | 40455
ANR Pipeline Company,Delivery,Zone 3,Muncie (Delivery) | 40186
ANR Pipeline Company,Delivery,Zone 3,Nipsco - Group 1 | 139235
ANR Pipeline Company,Delivery,Zone 3,Ohio Val-Grp 1 | 139236
ANR Pipeline Company,Delivery,Zone 3,Ohio Val-Grp 2 | 139374
ANR Pipeline Company,Delivery,Zone 3,Owensboro INT | 153767
ANR Pipeline Company,Delivery,Zone 3,Paris | 20046
ANR Pipeline Company,Delivery,Zone 3,Paulding/Col Gas | 16118
ANR Pipeline Company,Delivery,Zone 3,Portland | 4351
ANR Pipeline Company,Delivery,Zone 3,Rapides TGP/ANR-Del | 467216
ANR Pipeline Company,Delivery,Zone 3,REX Shelbyvill North CDP | 1389405
ANR Pipeline Company,Delivery,Zone 3,REX SHELBYVILL SOUTH CDP | 1389406
ANR Pipeline Company,Delivery,Zone 3,REX Shelbyville | 742252
ANR Pipeline Company,Delivery,Zone 3,Slaughters/TGT (Del) | 6470
ANR Pipeline Company,Delivery,Zone 3,South Chrisney (Sigeco) | 138747
