Year,State,Company,"Residential Natural Gas Volume, Bundled (Mcf)","Commercial Natural Gas Volume, Bundled (Mcf)","Industrial Natural Gas Volume, Bundled (Mcf)","Electric Power Natural Gas Volume, Bundled (Mcf)","Vehicle Fuel Natural Gas Volume, Bundled (Mcf)","Other Natural Gas Volume, Bundled (Mcf)","Total End User Natural Gas Volume, Bundled (Mcf)","Residential Natural Gas Volume, Delivery Only (Mcf)","Commercial Natural Gas Volume, Delivery Only (Mcf)","Industrial Natural Gas Volume, Delivery Only (Mcf)","Electric Power Natural Gas Volume, Delivery Only (Mcf)","Vehicle Fuel Natural Gas Volume, Delivery Only (Mcf)","Other Natural Gas Volume, Delivery Only (Mcf)","Total End User Natural Gas Volume, Delivery Only (Mcf)",Residential Natural Gas Volume (Mcf),Commercial Natural Gas Volume (Mcf),Industrial Natural Gas Volume (Mcf),Electric Power Natural Gas Volume (Mcf),Vehicle Fuel Natural Gas Volume (Mcf),Other Natural Gas Volume (Mcf),Total End User Natural Gas Volume (Mcf),"Residential Natural Gas Revenue, Bundled ($000)","Commercial Natural Gas Revenue, Bundled ($000)","Industrial Natural Gas Revenue, Bundled ($000)","Electric Power Natural Gas Revenue, Bundled ($000)","Vehicle Fuel Natural Gas Revenue, Bundled ($000)","Other Natural Gas Revenue, Bundled ($000)","Total End User Natural Gas Revenue, Bundled ($000)","Residential Natural Gas Customers, Bundled (actual)","Commercial Natural Gas Customers, Bundled (actual)","Industrial Natural Gas Customers, Bundled (actual)","Electric Power Natural Gas Customers, Bundled (actual)","Vehicle Fuel Natural Gas Customers, Bundled (actual)","Other Natural Gas Customers, Bundled (actual)","Total End User Natural Gas Customers, Bundled (actual)","Residential Natural Gas Customers, Delivery Only (actual)","Commercial Natural Gas Customers, Delivery Only (actual)","Industrial Natural Gas Customers, Delivery Only (actual)","Electric Power Natural Gas Customer, Delivery Only (actual)","Vehicle Fuel Natural Gas Customers, Delivery Only (actual)","Other Natural Gas Customers, Delivery Only (actual)","Total End User Natural Gas Customer, Delivery Only (actual)",Residential Natural Gas Customers (actual),Commercial Natural Gas Customers (actual),Industrial Natural Gas Customers (actual),Electric Power Natural Gas Customers (actual),Vehicle Fuel Natural Gas Customers (actual),Other Natural Gas Customers (actual),Total End User Natural Gas Customers (actual)
2017,NY,"O.I. Auburn, Inc.",0,0,519594,0,0,0,519594,0,0,0,0,0,0,0,0,0,519594,0,0,0,519594,0,0,1494,0,0,0,1494,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2021,TN,Oak Ridge City of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TN,Oak Ridge City of,524952,252219,363637,0,0,0,1140808,0,0,0,0,0,0,0,524952,252219,363637,0,0,0,1140808,5401,2404,2327,0,0,0,10132,12874,1246,10,0,0,0,14130,0,0,0,0,0,0,0,12874,1246,10,0,0,0,14130
2019,TN,Oak Ridge City of,555136,369170,279554,0,0,0,1203860,0,0,0,0,0,0,0,555136,369170,279554,0,0,0,1203860,5564,3189,1771,0,0,0,10524,12494,1238,11,0,0,0,13743,0,0,0,0,0,0,0,12494,1238,11,0,0,0,13743
2018,TN,Oak Ridge City of,627463,410870,341856,0,0,0,1380189,0,0,0,0,0,0,0,627463,410870,341856,0,0,0,1380189,7130,3923,2092,0,0,0,13145,12288,1254,11,0,0,0,13553,0,0,0,0,0,0,0,12288,1254,11,0,0,0,13553
2017,TN,Oak Ridge City of,479349,251997,375328,0,0,0,1106674,0,0,0,0,0,0,0,479349,251997,375328,0,0,0,1106674,5544,2689,2837,0,0,0,11071,12196,1203,26,0,0,0,13425,0,0,0,0,0,0,0,12196,1203,26,0,0,0,13425
2021,MS,Oakland Yalobusha Natural Gas DIstrict,6425,3572,4311,0,0,0,14308,0,0,104229,0,0,0,104229,6425,3572,108540,0,0,0,118537,148,72,49,0,0,0,268,207,16,1,0,0,0,224,0,0,1,0,0,0,1,207,16,2,0,0,0,225
2020,MS,Oakland Yalobusha Natural Gas DIstrict,5524,3716,8499,0,0,0,17739,0,0,86102,0,0,0,86102,5524,3716,94601,0,0,0,103841,128,75,46,0,0,0,249,201,17,1,0,0,0,219,0,0,1,0,0,0,1,201,17,2,0,0,0,220
2019,MS,Oakland Yalobusha Natural Gas DIstrict,6225,4119,0,0,0,0,10344,0,0,155679,0,0,0,155679,6225,4119,155679,0,0,0,166023,142,82,0,0,0,0,224,204,15,0,0,0,0,219,0,0,2,0,0,0,2,204,15,2,0,0,0,221
2018,MS,Oakland Yalobusha Natural Gas DIstrict,6785,6275,0,0,0,0,13060,0,0,136568,0,0,0,136568,6785,6275,136568,0,0,0,149628,152,125,0,0,0,0,277,199,16,0,0,0,0,215,0,0,2,0,0,0,2,199,16,2,0,0,0,217
2017,MS,Oakland Yalobusha Natural Gas DIstrict,4711,3197,0,0,0,0,7908,0,0,73735,0,0,0,73735,4711,3197,73735,0,0,0,81643,111,64,0,0,0,0,175,206,17,0,0,0,0,223,0,0,1,0,0,0,1,206,17,1,0,0,0,224
2021,TX,"Oasis Pipeline, LP",0,1300270,52420,10510280,0,0,11862970,0,0,2723,204927,0,0,207650,0,1300270,55143,10715207,0,0,12070620,0,6114,577,189737,0,0,196428,0,3,2,3,0,0,8,0,0,1,2,0,0,3,0,3,3,5,0,0,11
2020,TX,"Oasis Pipeline, LP",0,1084118,55059,14087743,0,0,15226920,0,0,3178,226581,0,0,229759,0,1084118,58237,14314324,0,0,15456679,0,3232,225,29994,0,0,33451,0,3,3,4,0,0,10,0,0,1,1,0,0,2,0,3,4,5,0,0,12
2019,TX,"Oasis Pipeline, LP",0,1369424,54192,21015495,0,0,22439111,0,0,5186,4912387,0,0,4917573,0,1369424,59378,25927882,0,0,27356684,0,4505,252,56435,0,0,61193,0,4,3,4,0,0,11,0,0,1,1,0,0,2,0,4,4,5,0,0,13
2018,TX,"Oasis Pipeline, LP",0,1843700,90412,21560088,0,0,23494200,0,2274,2645,4936894,0,0,4941813,0,1845974,93057,26496982,0,0,28436013,0,6634,363,78349,0,0,85345,0,4,3,4,0,0,11,0,1,1,2,0,0,4,0,5,4,6,0,0,15
2017,TX,"Oasis Pipeline, LP",0,838924,63485,13539335,0,0,14441744,0,31,0,12069391,0,0,12069422,0,838955,63485,25608726,0,0,26511166,0,2778,238,44792,0,0,47808,0,4,1,2,0,0,7,0,1,0,2,0,0,3,0,5,1,4,0,0,10
2017,LA,"Oberlin, Town Of",4206,2403,0,0,0,0,6609,0,0,0,0,0,0,0,4206,2403,0,0,0,0,6609,132,74,0,0,0,0,206,286,35,0,0,0,0,321,0,0,0,0,0,0,0,286,35,0,0,0,0,321
2021,TN,"Obion, Town Of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TN,"Obion, Town Of",13838,2597,0,0,0,0,16435,0,0,0,0,0,0,0,13838,2597,0,0,0,0,16435,169,27,0,0,0,0,197,297,7,0,0,0,0,304,0,0,0,0,0,0,0,297,7,0,0,0,0,304
2019,TN,"Obion, Town Of",19042,0,1467,0,0,0,20509,0,0,0,0,0,0,0,19042,0,1467,0,0,0,20509,230,0,17,0,0,0,246,316,0,9,0,0,0,325,0,0,0,0,0,0,0,316,0,9,0,0,0,325
2018,TN,"Obion, Town Of",20068,0,2720,0,0,0,22788,0,0,0,0,0,0,0,20068,0,2720,0,0,0,22788,230,0,28,0,0,0,258,326,0,9,0,0,0,335,0,0,0,0,0,0,0,326,0,9,0,0,0,335
2017,TN,"Obion, Town Of",14428,0,2505,0,0,0,16933,0,0,0,0,0,0,0,14428,0,2505,0,0,0,16933,169,0,25,0,0,0,194,343,0,9,0,0,0,352,0,0,0,0,0,0,0,343,0,9,0,0,0,352
2017,TX,OGE Energy Corp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,OH,Ohio Cumberland Gas Co,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,OH,Ohio Cumberland Gas Co,160632,130490,0,0,3649,0,294771,0,85968,702378,0,0,0,788346,160632,216458,702378,0,3649,0,1083117,1239,1008,0,0,27,0,2273,1988,311,0,0,1,0,2300,0,2,9,0,0,0,11,1988,313,9,0,1,0,2311
2019,OH,Ohio Cumberland Gas Co,163398,134635,0,0,6158,0,304191,0,83658,752665,0,0,0,836323,163398,218293,752665,0,6158,0,1140514,1390,1149,0,0,49,0,2588,1932,300,0,0,1,0,2233,0,2,9,0,0,0,11,1932,302,9,0,1,0,2244
2018,OH,Ohio Cumberland Gas Co,164641,134641,0,0,7789,0,307071,0,86212,859051,0,0,0,945263,164641,220853,859051,0,7789,0,1252334,1341,1103,0,0,57,0,2501,1886,293,0,0,1,0,2180,0,2,9,0,0,0,11,1886,295,9,0,1,0,2191
2017,OH,Ohio Cumberland Gas Co,133348,109776,0,0,5858,0,248982,0,77287,828816,0,0,0,906103,133348,187063,828816,0,5858,0,1155085,1127,927,0,0,50,0,2104,1828,274,0,0,1,0,2103,0,2,9,0,0,0,11,1828,276,9,0,1,0,2114
2021,OH,Ohio Gas Company,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,OH,Ohio Gas Company,0,0,0,0,0,0,0,3658493,1796209,5399930,0,0,0,10854632,3658493,1796209,5399930,0,0,0,10854632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45382,4852,383,0,0,0,50617,45382,4852,383,0,0,0,50617
2019,OH,Ohio Gas Company,0,0,0,0,0,0,0,4035011,2056821,5498414,0,0,0,11590246,4035011,2056821,5498414,0,0,0,11590246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44761,4825,385,0,0,0,49971,44761,4825,385,0,0,0,49971
2018,OH,Ohio Gas Company,0,0,0,0,0,0,0,4116964,2080650,5462413,0,0,0,11660027,4116964,2080650,5462413,0,0,0,11660027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44474,4822,388,0,0,0,49684,44474,4822,388,0,0,0,49684
2017,OH,Ohio Gas Company,0,0,0,0,0,0,0,3483431,1773883,5062805,0,0,0,10320119,3483431,1773883,5062805,0,0,0,10320119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44245,4799,388,0,0,0,49432,44245,4799,388,0,0,0,49432
2021,IN,Ohio Valley Gas Corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,OH,Ohio Valley Gas Corporation,43634,14242,9771,0,0,0,67647,0,0,0,0,0,0,0,43634,14242,9771,0,0,0,67647,489,135,92,0,0,0,716,603,45,5,0,0,0,653,0,0,0,0,0,0,0,603,45,5,0,0,0,653
2020,IN,Ohio Valley Gas Corporation,1686327,688454,173857,0,0,0,2548638,0,0,7527167,0,0,0,7527167,1686327,688454,7701024,0,0,0,10075805,19172,6414,1413,0,0,0,27000,25504,2668,154,0,0,0,28326,0,0,47,0,0,0,47,25504,2668,201,0,0,0,28373
2020,OH,Ohio Valley Gas Corporation,41697,13828,9390,0,0,0,64915,0,0,0,0,0,0,0,41697,13828,9390,0,0,0,64915,475,137,84,0,0,0,697,604,46,5,0,0,0,655,0,0,0,0,0,0,0,604,46,5,0,0,0,655
2019,IN,Ohio Valley Gas Corporation,1847942,798183,220051,0,0,0,2866176,0,0,7988934,0,0,0,7988934,1847942,798183,8208985,0,0,0,10855110,20127,7179,1784,0,0,0,29090,25277,2637,144,0,0,0,28058,0,0,47,0,0,0,47,25277,2637,191,0,0,0,28105
2019,OH,Ohio Valley Gas Corporation,45263,17075,11495,0,0,0,73833,0,0,0,0,0,0,0,45263,17075,11495,0,0,0,73833,488,153,103,0,0,0,744,600,45,6,0,0,0,651,0,0,0,0,0,0,0,600,45,6,0,0,0,651
2018,IN,Ohio Valley Gas Corporation,1657719,668752,211596,0,0,0,2538067,0,0,7635626,0,0,0,7635626,1657719,668752,7847222,0,0,0,10173693,18273,6307,1784,0,0,0,26364,21309,2198,140,0,0,0,23647,0,0,41,0,0,0,41,21309,2198,181,0,0,0,23688
2018,OH,Ohio Valley Gas Corporation,46576,17843,11316,0,0,0,75735,0,0,0,0,0,0,0,46576,17843,11316,0,0,0,75735,541,173,111,0,0,0,825,584,45,6,0,0,0,635,0,0,0,0,0,0,0,584,45,6,0,0,0,635
2017,IN,Ohio Valley Gas Corporation,1317010,581141,178469,0,0,0,2076620,0,0,7318415,0,0,0,7318415,1317010,581141,7496884,0,0,0,9395035,16510,5714,1623,0,0,0,23848,21227,2195,140,0,0,0,23562,0,0,41,0,0,0,41,21227,2195,181,0,0,0,23603
2017,OH,Ohio Valley Gas Corporation,38376,13778,9038,0,0,0,61192,0,0,0,0,0,0,0,38376,13778,9038,0,0,0,61192,469,141,90,0,0,0,700,585,45,6,0,0,0,636,0,0,0,0,0,0,0,585,45,6,0,0,0,636
2020,IN,Ohio Valley Gas Inc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,IN,Ohio Valley Gas Inc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IN,Ohio Valley Gas Inc,310009,125514,9874,0,0,0,445397,0,0,448866,0,0,0,448866,310009,125514,458740,0,0,0,894263,3350,1168,95,0,0,0,4613,3736,426,6,0,0,0,4168,0,0,7,0,0,0,7,3736,426,13,0,0,0,4175
2017,IN,Ohio Valley Gas Inc,241575,104820,9263,0,0,0,355658,0,0,418072,0,0,0,418072,241575,104820,427335,0,0,0,773730,2971,1052,88,0,0,0,4110,3741,431,6,0,0,0,4178,0,0,7,0,0,0,7,3741,431,13,0,0,0,4185
2020,OK,Oilton Public Works Authority,18149,3200,0,0,0,0,21349,0,0,0,0,0,0,0,18149,3200,0,0,0,0,21349,222,39,0,0,0,0,261,250,21,0,0,0,0,271,0,0,0,0,0,0,0,250,21,0,0,0,0,271
2019,OK,Oilton Public Works Authority,26458,2457,0,0,0,0,28915,0,0,0,0,0,0,0,26458,2457,0,0,0,0,28915,227,21,0,0,0,0,248,278,18,0,0,0,0,296,0,0,0,0,0,0,0,278,18,0,0,0,0,296
2018,OK,Oilton Public Works Authority,18087,1575,0,0,0,0,19662,0,0,0,0,0,0,0,18087,1575,0,0,0,0,19662,229,22,0,0,0,0,251,280,18,0,0,0,0,298,0,0,0,0,0,0,0,280,18,0,0,0,0,298
2017,OK,Oilton Public Works Authority,18128,1128,0,0,0,0,19256,0,0,0,0,0,0,0,18128,1128,0,0,0,0,19256,216,13,0,0,0,0,229,293,18,0,0,0,0,311,0,0,0,0,0,0,0,293,18,0,0,0,0,311
2021,FL,Okaloosa County Gas District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,FL,Okaloosa County Gas District,1250022,1679313,154438,0,103047,0,3186820,0,0,0,0,0,0,0,1250022,1679313,154438,0,103047,0,3186820,22339,16660,1125,0,489,0,40612,44030,3232,5,0,2,0,47269,0,0,0,0,0,0,0,44030,3232,5,0,2,0,47269
2019,FL,Okaloosa County Gas District,1196899,1803626,412820,0,73094,0,3486439,0,0,0,0,0,0,0,1196899,1803626,412820,0,73094,0,3486439,20765,16296,2623,0,424,0,40108,42716,3187,4,0,2,0,45909,0,0,0,0,0,0,0,42716,3187,4,0,2,0,45909
2018,FL,Okaloosa County Gas District,1231036,1809908,203015,0,49567,0,3293526,0,0,0,0,0,0,0,1231036,1809908,203015,0,49567,0,3293526,20095,16190,1345,0,314,0,37944,41300,3182,3,0,2,0,44487,0,0,0,0,0,0,0,41300,3182,3,0,2,0,44487
2017,FL,Okaloosa County Gas District,979426,1704721,97811,0,58014,0,2839972,0,0,0,0,0,0,0,979426,1704721,97811,0,58014,0,2839972,15468,13793,645,0,283,0,30190,40007,3420,2,0,2,0,43431,0,0,0,0,0,0,0,40007,3420,2,0,2,0,43431
2021,OK,Oklahoma Natural Gas Company,55795598,15326721,413416,0,51424,0,71587159,0,18331441,110186859,2326095,1448940,0,132293335,55795598,33658162,110600275,2326095,1500364,0,203880494,567448,117726,2773,0,250,0,688198,827292,75375,798,0,10,0,903475,0,4439,678,8,89,0,5214,827292,79814,1476,8,99,0,908689
2020,OK,Oklahoma Natural Gas Company,53070007,13965540,396224,0,73946,0,67505717,0,18468320,112844730,1913293,1328460,0,134554803,53070007,32433860,113240954,1913293,1402406,0,202060520,473941,91408,2142,0,247,0,567738,817315,74546,797,0,11,0,892669,0,4503,682,8,91,0,5284,817315,79049,1479,8,102,0,897953
2019,OK,Oklahoma Natural Gas Company,59681545,16561081,501201,0,40406,0,76784233,0,20748266,104861024,3622196,1426248,0,130657734,59681545,37309347,105362225,3622196,1466654,0,207441967,544056,114034,2914,0,199,0,661203,808115,73954,813,0,11,0,882893,0,4507,682,9,90,0,5288,808115,78461,1495,9,101,0,888181
2018,OK,Oklahoma Natural Gas Company,58645017,16178816,488886,0,72046,0,75384765,0,20043012,106184041,3133302,1440740,0,130801095,58645017,36221828,106672927,3133302,1512786,0,206185860,530197,107961,2835,0,301,0,641293,801688,73217,829,0,13,0,875747,0,4507,686,9,93,0,5295,801688,77724,1515,9,106,0,881042
2017,OK,Oklahoma Natural Gas Company,44297473,11785220,403084,0,159828,0,56645605,0,16945506,102621200,2329577,1367853,0,123264136,44297473,28730726,103024284,2329577,1527681,0,179909741,502476,98944,2682,0,823,0,604924,796887,72681,834,0,14,0,870416,0,4492,697,11,89,0,5289,796887,77173,1531,11,103,0,875705
2021,NM,"OkTex Pipeline Company, L.L.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,OK,"OkTex Pipeline Company, L.L.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,TX,"OkTex Pipeline Company, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NM,"OkTex Pipeline Company, L.L.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,OK,"OkTex Pipeline Company, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,TX,"OkTex Pipeline Company, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,OK,"OkTex Pipeline Company, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,TX,"OkTex Pipeline Company, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NM,"OkTex Pipeline Company, L.L.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,OK,"OkTex Pipeline Company, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,TX,"OkTex Pipeline Company, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NM,"OkTex Pipeline Company, L.L.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,OK,"OkTex Pipeline Company, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,TX,"OkTex Pipeline Company, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,MS,"Olive Branch, City Of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,MS,"Olive Branch, City Of",1077305,505120,388778,0,0,0,1971203,0,0,0,0,0,0,0,1077305,505120,388778,0,0,0,1971203,7375,3094,1083,0,0,0,11552,16025,1068,15,0,0,0,17108,0,0,0,0,0,0,0,16025,1068,15,0,0,0,17108
2019,MS,"Olive Branch, City Of",93032,42622,24972,0,0,0,160626,0,0,0,0,0,0,0,93032,42622,24972,0,0,0,160626,645,272,102,0,0,0,1019,15592,1048,16,0,0,0,16656,0,0,0,0,0,0,0,15592,1048,16,0,0,0,16656
2018,MS,"Olive Branch, City Of",1098898,459232,332769,0,0,0,1890899,0,0,0,0,0,0,0,1098898,459232,332769,0,0,0,1890899,8195,3185,1567,0,0,0,12948,15512,1053,16,0,0,0,16581,0,0,0,0,0,0,0,15512,1053,16,0,0,0,16581
2017,MS,"Olive Branch, City Of",870082,382605,320737,0,0,0,1573424,0,0,0,0,0,0,0,870082,382605,320737,0,0,0,1573424,6670,2640,1536,0,0,0,10846,15015,1015,24,0,0,0,16054,0,0,0,0,0,0,0,15015,1015,24,0,0,0,16054
2021,KY,Olive Hill City of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,KY,Olive Hill City of,26489,14985,0,0,0,0,41474,0,0,0,0,0,0,0,26489,14985,0,0,0,0,41474,285,134,0,0,0,0,418,561,106,0,0,0,0,667,0,0,0,0,0,0,0,561,106,0,0,0,0,667
2019,KY,Olive Hill City of,29575,17134,0,0,0,0,46709,0,0,0,0,0,0,0,29575,17134,0,0,0,0,46709,339,142,0,0,0,0,481,644,117,0,0,0,0,761,0,0,0,0,0,0,0,644,117,0,0,0,0,761
2018,KY,Olive Hill City of,32963,18046,0,0,0,0,51009,0,0,0,0,0,0,0,32963,18046,0,0,0,0,51009,365,167,0,0,0,0,532,578,101,0,0,0,0,679,0,0,0,0,0,0,0,578,101,0,0,0,0,679
2017,KY,Olive Hill City of,25842,14020,0,0,0,0,39862,0,0,0,0,0,0,0,25842,14020,0,0,0,0,39862,301,134,0,0,0,0,435,546,102,0,0,0,0,648,0,0,0,0,0,0,0,546,102,0,0,0,0,648
2021,NE,Omaha Metropolitan Util Dist,15891969,9923448,2738097,1663814,41575,0,30258903,0,0,1358724,0,198037,0,1556761,15891969,9923448,4096821,1663814,239612,0,31815664,127294,54601,13702,13462,616,0,209675,223883,17581,98,3,2,0,241567,0,0,11,0,1,0,12,223883,17581,109,3,3,0,241579
2020,NE,Omaha Metropolitan Util Dist,16189987,10010675,2790017,999340,38552,0,30028571,0,0,1088723,0,0,0,1088723,16189987,10010675,3878740,999340,38552,0,31117294,109564,45953,9813,3163,540,0,169033,215354,16445,97,3,2,0,231901,0,0,8,0,0,0,8,215354,16445,105,3,2,0,231909
2019,NE,Omaha Metropolitan Util Dist,18381800,11121263,2931536,1958367,43459,0,34436425,0,0,1022955,0,0,0,1022955,18381800,11121263,3954491,1958367,43459,0,35459380,131803,58967,12131,6418,655,0,209974,229172,17669,102,3,2,0,246948,0,0,8,0,0,0,8,229172,17669,110,3,2,0,246956
2018,NE,Omaha Metropolitan Util Dist,18695689,11254181,2720989,1325796,44685,0,34041340,0,0,1103865,0,0,0,1103865,18695689,11254181,3824854,1325796,44685,0,35145205,136316,60754,12001,5151,678,0,214899,216776,17048,103,3,2,0,233932,0,0,7,0,0,0,7,216776,17048,110,3,2,0,233939
2017,NE,Omaha Metropolitan Util Dist,14717410,9526794,2888867,1438943,44514,0,28616528,0,0,497699,0,0,0,497699,14717410,9526794,3386566,1438943,44514,0,29114227,113896,51305,12781,5398,711,0,184090,212644,17010,100,3,1,0,229758,0,0,5,0,0,0,5,212644,17010,105,3,1,0,229763
2018,TX,"Omimex Petroleum, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
