Year,State,Company,"Residential Natural Gas Volume, Bundled (Mcf)","Commercial Natural Gas Volume, Bundled (Mcf)","Industrial Natural Gas Volume, Bundled (Mcf)","Electric Power Natural Gas Volume, Bundled (Mcf)","Vehicle Fuel Natural Gas Volume, Bundled (Mcf)","Other Natural Gas Volume, Bundled (Mcf)","Total End User Natural Gas Volume, Bundled (Mcf)","Residential Natural Gas Volume, Delivery Only (Mcf)","Commercial Natural Gas Volume, Delivery Only (Mcf)","Industrial Natural Gas Volume, Delivery Only (Mcf)","Electric Power Natural Gas Volume, Delivery Only (Mcf)","Vehicle Fuel Natural Gas Volume, Delivery Only (Mcf)","Other Natural Gas Volume, Delivery Only (Mcf)","Total End User Natural Gas Volume, Delivery Only (Mcf)",Residential Natural Gas Volume (Mcf),Commercial Natural Gas Volume (Mcf),Industrial Natural Gas Volume (Mcf),Electric Power Natural Gas Volume (Mcf),Vehicle Fuel Natural Gas Volume (Mcf),Other Natural Gas Volume (Mcf),Total End User Natural Gas Volume (Mcf),"Residential Natural Gas Revenue, Bundled ($000)","Commercial Natural Gas Revenue, Bundled ($000)","Industrial Natural Gas Revenue, Bundled ($000)","Electric Power Natural Gas Revenue, Bundled ($000)","Vehicle Fuel Natural Gas Revenue, Bundled ($000)","Other Natural Gas Revenue, Bundled ($000)","Total End User Natural Gas Revenue, Bundled ($000)","Residential Natural Gas Customers, Bundled (actual)","Commercial Natural Gas Customers, Bundled (actual)","Industrial Natural Gas Customers, Bundled (actual)","Electric Power Natural Gas Customers, Bundled (actual)","Vehicle Fuel Natural Gas Customers, Bundled (actual)","Other Natural Gas Customers, Bundled (actual)","Total End User Natural Gas Customers, Bundled (actual)","Residential Natural Gas Customers, Delivery Only (actual)","Commercial Natural Gas Customers, Delivery Only (actual)","Industrial Natural Gas Customers, Delivery Only (actual)","Electric Power Natural Gas Customer, Delivery Only (actual)","Vehicle Fuel Natural Gas Customers, Delivery Only (actual)","Other Natural Gas Customers, Delivery Only (actual)","Total End User Natural Gas Customer, Delivery Only (actual)",Residential Natural Gas Customers (actual),Commercial Natural Gas Customers (actual),Industrial Natural Gas Customers (actual),Electric Power Natural Gas Customers (actual),Vehicle Fuel Natural Gas Customers (actual),Other Natural Gas Customers (actual),Total End User Natural Gas Customers (actual)
2017,TX,"Omimex Petroleum, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,OK,"ONEOK Gas Transportation, L.L.C.",0,0,0,0,0,0,0,0,0,60448631,18127265,0,0,78575896,0,0,60448631,18127265,0,0,78575896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0,57,0,0,46,11,0,0,57
2020,OK,"ONEOK Gas Transportation, L.L.C.",0,0,0,0,0,0,0,0,0,67812900,17533014,0,0,85345914,0,0,67812900,17533014,0,0,85345914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0,57,0,0,46,11,0,0,57
2019,OK,"ONEOK Gas Transportation, L.L.C.",0,0,0,0,0,0,0,0,0,67264550,33306101,0,0,100570651,0,0,67264550,33306101,0,0,100570651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0,57,0,0,46,11,0,0,57
2018,OK,"ONEOK Gas Transportation, L.L.C.",0,0,0,0,0,0,0,0,0,61450442,60014597,0,0,121465039,0,0,61450442,60014597,0,0,121465039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0,57,0,0,46,11,0,0,57
2017,OK,"ONEOK Gas Transportation, L.L.C.",0,0,0,0,0,0,0,0,0,55167885,44115277,0,0,99283162,0,0,55167885,44115277,0,0,99283162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,0,0,54,0,0,43,11,0,0,54
2021,MT,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ND,"ONEOK Rockies Midstream, L.L.C.",0,0,342795,0,0,0,342795,0,0,0,0,0,0,0,0,0,342795,0,0,0,342795,0,0,2564,0,0,0,2564,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,7
2021,WY,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,MT,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ND,"ONEOK Rockies Midstream, L.L.C.",0,0,225494,0,0,0,225494,0,0,0,0,0,0,0,0,0,225494,0,0,0,225494,0,0,797,0,0,0,797,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,6
2020,WY,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,MT,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,ND,"ONEOK Rockies Midstream, L.L.C.",0,0,614701,0,0,0,614701,0,0,0,0,0,0,0,0,0,614701,0,0,0,614701,0,0,2732,0,0,0,2732,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,7
2019,WY,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MN,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MT,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,ND,"ONEOK Rockies Midstream, L.L.C.",0,0,185113,0,0,0,185113,0,0,0,0,0,0,0,0,0,185113,0,0,0,185113,0,0,1194,0,0,0,1194,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,6
2018,WY,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MN,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MT,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ND,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,WY,"ONEOK Rockies Midstream, L.L.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,TX,"ONEOK Transmission Company, L.L.C.",0,0,0,0,0,0,0,0,28608,531467,0,0,0,560075,0,28608,531467,0,0,0,560075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,0,29,0,8,21,0,0,0,29
2017,TX,"ONEOK Transmission Company, L.L.C.",0,0,0,0,0,0,0,0,23335,494354,0,0,0,517689,0,23335,494354,0,0,0,517689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,31,0,11,20,0,0,0,31
2021,KS,"ONEOK, Inc.",0,0,0,0,0,0,0,0,0,111761,0,0,0,111761,0,0,111761,0,0,0,111761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2021,OK,"ONEOK, Inc.",0,0,11748290,0,0,0,11748290,0,0,0,0,0,0,0,0,0,11748290,0,0,0,11748290,0,0,49277,0,0,0,49277,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,24
2021,TX,"ONEOK, Inc.",0,0,0,0,0,0,0,0,592901,10641967,38712475,0,0,49947343,0,592901,10641967,38712475,0,0,49947343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,23,0,0,67,0,8,36,23,0,0,67
2020,KS,"ONEOK, Inc.",0,0,0,0,0,0,0,0,0,123039,0,0,0,123039,0,0,123039,0,0,0,123039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2020,OK,"ONEOK, Inc.",0,0,14869331,0,0,0,14869331,0,0,0,0,0,0,0,0,0,14869331,0,0,0,14869331,0,0,29683,0,0,0,29683,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,28
2020,TX,"ONEOK, Inc.",0,0,0,0,0,0,0,0,610363,9479560,82207932,0,0,92297855,0,610363,9479560,82207932,0,0,92297855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,24,0,0,62,0,7,31,24,0,0,62
2019,KS,"ONEOK, Inc.",0,0,0,0,0,0,0,0,0,156755,0,0,0,156755,0,0,156755,0,0,0,156755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2019,OK,"ONEOK, Inc.",0,0,14326079,0,0,0,14326079,0,0,0,0,0,0,0,0,0,14326079,0,0,0,14326079,0,0,30440,0,0,0,30440,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,30
2019,TX,"ONEOK, Inc.",0,0,0,0,0,0,0,0,658029,8643508,93836199,0,0,103137736,0,658029,8643508,93836199,0,0,103137736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,24,0,0,61,0,7,30,24,0,0,61
2018,KS,"ONEOK, Inc.",0,0,0,0,0,0,0,0,0,161691,0,0,0,161691,0,0,161691,0,0,0,161691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2018,OK,"ONEOK, Inc.",0,0,14926982,0,0,0,14926982,0,0,0,0,0,0,0,0,0,14926982,0,0,0,14926982,0,0,33554,0,0,0,33554,0,0,34,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,0,0,34
2018,TX,"ONEOK, Inc.",0,0,0,0,0,0,0,0,598236,6568818,74651948,0,0,81819002,0,598236,6568818,74651948,0,0,81819002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,24,0,0,60,0,8,28,24,0,0,60
2017,KS,"ONEOK, Inc.",0,0,0,0,0,0,0,0,0,169497,0,0,0,169497,0,0,169497,0,0,0,169497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2017,OK,"ONEOK, Inc.",0,0,12813308,0,0,0,12813308,0,0,0,0,0,0,0,0,0,12813308,0,0,0,12813308,0,0,37713,0,0,0,37713,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,30
2017,TX,"ONEOK, Inc.",0,0,0,0,0,0,0,0,568573,6324810,33182979,0,0,40076362,0,568573,6324810,33182979,0,0,40076362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,23,0,0,59,0,8,28,23,0,0,59
2021,AL,Oneonta Gas Department,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,AL,Oneonta Gas Department,70320,86589,69374,0,0,0,226283,0,0,0,0,0,0,0,70320,86589,69374,0,0,0,226283,1012,993,677,0,0,0,2683,2358,369,72,0,0,0,2799,0,0,0,0,0,0,0,2358,369,72,0,0,0,2799
2019,AL,Oneonta Gas Department,80997,91921,66688,0,0,0,239606,0,0,0,0,0,0,0,80997,91921,66688,0,0,0,239606,1197,1136,683,0,0,0,3016,2358,364,69,0,0,0,2791,0,0,0,0,0,0,0,2358,364,69,0,0,0,2791
2018,AL,Oneonta Gas Department,86395,107849,51497,0,0,0,245741,0,0,0,0,0,0,0,86395,107849,51497,0,0,0,245741,1292,1398,579,0,0,0,3269,2321,355,65,0,0,0,2741,0,0,0,0,0,0,0,2321,355,65,0,0,0,2741
2017,AL,Oneonta Gas Department,65591,108550,31224,0,0,0,205365,0,0,0,0,0,0,0,65591,108550,31224,0,0,0,205365,988,1275,335,0,0,0,2598,2295,347,66,0,0,0,2708,0,0,0,0,0,0,0,2295,347,66,0,0,0,2708
2018,TX,Onyx Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,TX,Onyx Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,NY,"Orange and Rockland Utilities, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,NY,"Orange and Rockland Utilities, Inc.",9461137,1985059,96291,0,0,0,11542487,4022780,5653207,1892179,1973309,0,0,13541475,13483917,7638266,1988470,1973309,0,0,25083962,120701,19613,760,0,0,0,141074,93145,7566,28,0,0,0,100739,33334,4526,1,1,0,0,37862,126479,12092,29,1,0,0,138601
2019,NY,"Orange and Rockland Utilities, Inc.",9920809,2163286,99077,0,0,0,12183172,4755158,6103548,1898095,390393,0,0,13147194,14675967,8266834,1997172,390393,0,0,25330366,136007,23960,896,0,0,0,160863,88629,7343,26,0,0,0,95998,36469,4740,1,1,0,0,41211,125098,12083,27,1,0,0,137209
2018,NY,"Orange and Rockland Utilities, Inc.",9582043,2025325,102847,0,0,0,11710215,5398856,5990661,1920582,590530,0,0,13900629,14980899,8015986,2023429,590530,0,0,25610844,140228,24771,1073,0,0,0,166072,84820,6989,24,0,0,0,91833,39197,5085,1,1,0,0,44284,124017,12074,25,1,0,0,136117
2017,NY,"Orange and Rockland Utilities, Inc.",8053654,1931012,189650,0,0,0,10174316,5112080,6186450,1947999,3001569,0,0,16248098,13165734,8117462,2137649,3001569,0,0,26422414,114932,22467,1738,0,0,0,139137,78572,6635,26,0,0,0,85233,41667,8177,1,0,0,0,49845,120239,14812,27,0,0,0,135078
2021,IA,Orange City City of,106666,112617,80971,0,0,0,300254,0,0,0,0,0,0,0,106666,112617,80971,0,0,0,300254,1394,1245,755,0,0,0,3394,1799,270,10,0,0,0,2079,0,0,0,0,0,0,0,1799,270,10,0,0,0,2079
2020,IA,Orange City City of,110971,111815,72780,0,0,0,295566,0,0,0,0,0,0,0,110971,111815,72780,0,0,0,295566,794,623,339,0,0,0,1755,1782,270,5,0,0,0,2057,0,0,0,0,0,0,0,1782,270,5,0,0,0,2057
2019,IA,Orange City City of,131486,136898,87927,0,0,0,356311,0,0,0,0,0,0,0,131486,136898,87927,0,0,0,356311,931,780,427,0,0,0,2138,1763,263,5,0,0,0,2031,0,0,0,0,0,0,0,1763,263,5,0,0,0,2031
2018,IA,Orange City City of,129285,138676,89473,0,0,0,357434,0,0,0,0,0,0,0,129285,138676,89473,0,0,0,357434,1043,930,505,0,0,0,2478,1737,263,5,0,0,0,2005,0,0,0,0,0,0,0,1737,263,5,0,0,0,2005
2017,IA,Orange City City of,102378,109364,76474,0,0,0,288216,0,0,0,0,0,0,0,102378,109364,76474,0,0,0,288216,780,651,381,0,0,0,1812,1722,263,6,0,0,0,1991,0,0,0,0,0,0,0,1722,263,6,0,0,0,1991
2021,SC,Orangeburg City of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,SC,Orangeburg City of,271558,237530,276014,770,0,0,785872,0,0,1484196,0,0,0,1484196,271558,237530,1760210,770,0,0,2270068,3571,2684,1485,12,0,0,7753,7091,1074,18,3,0,0,8186,0,0,7,0,0,0,7,7091,1074,25,3,0,0,8193
2019,SC,Orangeburg City of,310971,260415,274581,2634,0,0,848601,0,0,1527035,0,0,0,1527035,310971,260415,1801616,2634,0,0,2375636,3792,2897,1756,22,0,0,8467,7120,1080,19,3,0,0,8222,0,0,7,0,0,0,7,7120,1080,26,3,0,0,8229
2018,SC,Orangeburg City of,348591,267568,222199,3225,0,0,841583,0,0,1479017,0,0,0,1479017,348591,267568,1701216,3225,0,0,2320600,3529,2537,1366,26,0,0,7458,7121,1076,20,3,0,0,8220,0,0,7,0,0,0,7,7121,1076,27,3,0,0,8227
2017,SC,Orangeburg City of,273461,226669,333562,2828,0,0,836520,0,0,1334323,0,0,0,1334323,273461,226669,1667885,2828,0,0,2170843,3056,2373,2185,24,0,0,7637,7027,1062,21,3,0,0,8113,0,0,5,0,0,0,5,7027,1062,26,3,0,0,8118
2021,KY,"Orbit Gas Company, Inc.",5213,6920,111696,0,0,0,123829,0,0,3102378,0,0,0,3102378,5213,6920,3214074,0,0,0,3226207,30,41,598,0,0,0,669,45,2,10,0,0,0,57,0,0,1,0,0,0,1,45,2,11,0,0,0,58
2020,KY,"Orbit Gas Company, Inc.",4583,6204,107937,0,0,0,118724,0,0,2846218,0,0,0,2846218,4583,6204,2954155,0,0,0,2964942,25,29,416,0,0,0,470,42,2,10,0,0,0,54,0,0,1,0,0,0,1,42,2,11,0,0,0,55
2019,KY,"Orbit Gas Company, Inc.",5223,7072,112277,0,0,0,124572,0,0,3289454,42535,0,0,3331989,5223,7072,3401731,42535,0,0,3456561,32,38,505,0,0,0,576,45,2,10,0,0,0,57,0,0,1,1,0,0,2,45,2,11,1,0,0,59
2018,KY,"Orbit Gas Company, Inc.",6103,7703,102370,0,0,0,116176,0,0,0,0,0,0,0,6103,7703,102370,0,0,0,116176,37,44,501,0,0,0,583,42,2,10,0,0,0,54,0,0,0,0,0,0,0,42,2,10,0,0,0,54
2017,KY,"Orbit Gas Company, Inc.",4135,6037,108822,0,0,0,118994,0,0,0,0,0,0,0,4135,6037,108822,0,0,0,118994,25,35,513,0,0,0,573,45,2,10,0,0,0,57,0,0,0,0,0,0,0,45,2,10,0,0,0,57
2019,OH,"Orwell Natural Gas Company, Inc.",974459,232552,46463,0,0,0,1253474,0,121962,318355,0,0,0,440317,974459,354514,364818,0,0,0,1693791,9442,1928,318,0,0,0,11688,11073,159,2,0,0,0,11234,0,38,14,0,0,0,52,11073,197,16,0,0,0,11286
2018,OH,"Orwell Natural Gas Company, Inc.",982551,204500,41203,0,0,0,1228254,0,137317,314610,0,0,0,451927,982551,341817,355813,0,0,0,1680181,7553,1506,262,0,0,0,9321,10426,156,2,0,0,0,10584,0,52,14,0,0,0,66,10426,208,16,0,0,0,10650
2017,OH,"Orwell Natural Gas Company, Inc.",835568,160012,34666,0,0,0,1030246,0,147052,297041,0,0,0,444093,835568,307064,331707,0,0,0,1474339,6371,1284,241,0,0,0,7896,10219,123,2,0,0,0,10344,0,52,14,0,0,0,66,10219,175,16,0,0,0,10410
2019,OH,Orwell Trumbell Pipeline Company LLC,0,0,0,0,0,0,0,0,7368,0,0,0,0,7368,0,7368,0,0,0,0,7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2018,OH,Orwell Trumbell Pipeline Company LLC,0,0,0,0,0,0,0,0,8197,0,0,0,0,8197,0,8197,0,0,0,0,8197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2017,OH,Orwell Trumbell Pipeline Company LLC,0,0,0,0,0,0,0,0,10966,0,0,0,0,10966,0,10966,0,0,0,0,10966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2021,KS,Osage City City of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,KS,Osage City City of,71661,26805,1413,962,0,0,100841,0,0,0,0,0,0,0,71661,26805,1413,962,0,0,100841,732,226,5,6,0,0,968,1174,158,1,1,0,0,1334,0,0,0,0,0,0,0,1174,158,1,1,0,0,1334
2019,KS,Osage City City of,81173,30713,1076,999,0,0,113961,0,0,0,0,0,0,0,81173,30713,1076,999,0,0,113961,897,289,4,6,0,0,1196,1155,158,1,1,0,0,1315,0,0,0,0,0,0,0,1155,158,1,1,0,0,1315
2018,KS,Osage City City of,81915,27458,1470,1122,0,0,111965,0,0,0,0,0,0,0,81915,27458,1470,1122,0,0,111965,887,257,5,7,0,0,1156,1155,159,1,1,0,0,1316,0,0,0,0,0,0,0,1155,159,1,1,0,0,1316
2017,KS,Osage City City of,77089,25146,496,107,0,0,102838,0,0,0,0,0,0,0,77089,25146,496,107,0,0,102838,788,220,2,1,0,0,1010,1153,159,1,1,0,0,1314,0,0,0,0,0,0,0,1153,159,1,1,0,0,1314
2021,IA,Osage City of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,IA,Osage City of,135562,88694,83837,1908,0,0,310001,0,0,129745,0,0,0,129745,135562,88694,213582,1908,0,0,439746,872,522,445,9,0,0,1849,1736,264,9,1,0,0,2010,0,0,1,0,0,0,1,1736,264,10,1,0,0,2011
2019,IA,Osage City of,150984,124163,91797,2177,0,0,369121,0,0,125878,0,0,0,125878,150984,124163,217675,2177,0,0,494999,1051,740,522,11,0,0,2324,1735,265,9,1,0,0,2010,0,0,1,0,0,0,1,1735,265,10,1,0,0,2011
2018,IA,Osage City of,150331,105089,70997,1631,0,0,328048,0,0,104058,0,0,0,104058,150331,105089,175055,1631,0,0,432106,1071,693,416,9,0,0,2189,1722,263,10,1,0,0,1996,0,0,1,0,0,0,1,1722,263,11,1,0,0,1997
2017,IA,Osage City of,131719,94046,77666,1532,0,0,304963,0,0,103390,0,0,0,103390,131719,94046,181056,1532,0,0,408353,914,573,448,8,0,0,1943,1708,265,10,1,0,0,1984,0,0,1,0,0,0,1,1708,265,11,1,0,0,1985
2021,IN,Osgood Gas Utility,40431,31170,24915,0,0,0,96516,0,0,0,0,0,0,0,40431,31170,24915,0,0,0,96516,373,297,201,0,0,0,870,663,161,11,0,0,0,835,0,0,0,0,0,0,0,663,161,11,0,0,0,835
2020,IN,Osgood Gas Utility,37890,28514,24923,0,0,0,91327,0,0,0,0,0,0,0,37890,28514,24923,0,0,0,91327,325,227,178,0,0,0,730,658,162,11,0,0,0,831,0,0,0,0,0,0,0,658,162,11,0,0,0,831
2019,IN,Osgood Gas Utility,40012,31168,26125,0,0,0,97305,0,0,0,0,0,0,0,40012,31168,26125,0,0,0,97305,280,198,144,0,0,0,622,655,160,11,0,0,0,826,0,0,0,0,0,0,0,655,160,11,0,0,0,826
2018,IN,Osgood Gas Utility,43100,31022,27324,0,0,0,101446,0,0,0,0,0,0,0,43100,31022,27324,0,0,0,101446,294,197,150,0,0,0,641,652,160,11,0,0,0,823,0,0,0,0,0,0,0,652,160,11,0,0,0,823
2017,IN,Osgood Gas Utility,34893,30459,23232,0,0,0,88584,0,0,0,0,0,0,0,34893,30459,23232,0,0,0,88584,239,187,127,0,0,0,553,648,162,11,0,0,0,821,0,0,0,0,0,0,0,648,162,11,0,0,0,821
2021,WY,"Overland Trail Transmission, LLC",0,0,0,0,0,0,0,0,0,9499425,0,0,0,9499425,0,0,9499425,0,0,0,9499425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2020,WY,"Overland Trail Transmission, LLC",0,0,0,0,0,0,0,0,0,8150499,0,0,0,8150499,0,0,8150499,0,0,0,8150499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2019,WY,"Overland Trail Transmission, LLC",0,0,0,0,0,0,0,0,0,9081225,0,0,0,9081225,0,0,9081225,0,0,0,9081225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2018,WY,"Overland Trail Transmission, LLC",0,0,0,0,0,0,0,0,0,8356555,0,0,0,8356555,0,0,8356555,0,0,0,8356555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2017,WY,"Overland Trail Transmission, LLC",0,0,0,0,0,0,0,0,0,8422407,0,0,0,8422407,0,0,8422407,0,0,0,8422407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2021,MN,Owatonna City of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,MN,Owatonna City of,761793,400042,751908,0,0,0,1913743,0,0,156811,218366,0,0,375177,761793,400042,908719,218366,0,0,2288920,5737,2569,3767,0,0,0,12073,9728,832,36,0,0,0,10596,0,0,1,1,0,0,2,9728,832,37,1,0,0,10598
2019,MN,Owatonna City of,833192,440293,760128,0,0,0,2033613,0,0,149773,237996,0,0,387769,833192,440293,909901,237996,0,0,2421382,6719,3053,4165,0,0,0,13937,9676,822,42,0,0,0,10540,0,0,1,1,0,0,2,9676,822,43,1,0,0,10542
2018,MN,Owatonna City of,855415,409829,870167,50,0,0,2135461,0,0,453742,0,0,0,453742,855415,409829,1323909,50,0,0,2589203,7159,3031,4928,0,0,0,15118,9564,812,48,3,0,0,10427,0,0,2,0,0,0,2,9564,812,50,3,0,0,10429
